date,product_name,category,season,market_demand,weather_impact,base_price,price,month,year,day_of_year
2022-01-29,Chicken,Meat,Spring,high,high,123.66642354645523,126.48,1,2022,29
2022-01-29,Beef,Meat,Spring,high,low,65.00296085889883,81.27,1,2022,29
2022-01-29,Pork,Meat,Spring,high,none,62.94743476226123,85.76,1,2022,29
2022-01-29,Fish,Meat,Spring,medium,none,62.8825074327163,63.31,1,2022,29
2022-01-29,Lamb,Meat,Spring,low,low,109.38101432295399,79.77,1,2022,29
2022-02-05,Tomatoes,Vegetables,Summer,low,none,37.99727968913541,29.26,2,2022,36
2022-02-05,Potatoes,Vegetables,Summer,medium,medium,83.88293428328971,74.07,2,2022,36
2022-02-05,Onions,Vegetables,Summer,high,high,123.2188198621915,121.28,2,2022,36
2022-02-05,Carrots,Vegetables,Summer,low,high,72.77793890565161,46.08,2,2022,36
2022-02-05,Spinach,Vegetables,Summer,high,high,155.4274152987824,163.53,2,2022,36
2022-02-05,Apples,Fruits,Summer,medium,low,36.417098548764265,28.38,2,2022,36
2022-02-05,Bananas,Fruits,Summer,low,medium,118.9151988182724,83.03,2,2022,36
2022-02-05,Oranges,Fruits,Summer,medium,medium,83.16470225937417,62.55,2,2022,36
2022-02-05,Mangoes,Fruits,Summer,low,none,157.071913709145,120.75,2,2022,36
2022-02-05,Grapes,Fruits,Summer,medium,none,96.6964655084494,92.63,2,2022,36
2022-02-05,Rice,Grains,Summer,low,none,147.12360088816934,97.13,2,2022,36
2022-02-05,Wheat,Grains,Summer,low,none,197.5951241302116,153.09,2,2022,36
2022-02-05,Corn,Grains,Summer,high,none,62.603334862774176,74.59,2,2022,36
2022-02-05,Barley,Grains,Summer,high,medium,83.03928440605644,92.29,2,2022,36
2022-02-05,Oats,Grains,Summer,high,low,120.51276495244491,144.84,2,2022,36
2022-02-05,Milk,Dairy,Summer,high,none,40.01554681510724,42.24,2,2022,36
2022-02-05,Cheese,Dairy,Summer,medium,high,104.35891555894273,73.75,2,2022,36
2022-02-05,Butter,Dairy,Summer,low,medium,41.154724419878875,27.98,2,2022,36
2022-02-05,Yogurt,Dairy,Summer,medium,none,125.00637771748873,109.69,2,2022,36
2022-02-05,Cream,Dairy,Summer,low,low,71.42817553073493,48.23,2,2022,36
2022-02-05,Chicken,Meat,Summer,low,high,164.37966482481212,101.73,2,2022,36
2022-02-05,Beef,Meat,Summer,medium,none,78.08354988996507,77.2,2,2022,36
2022-02-05,Pork,Meat,Summer,high,medium,33.283381652371794,38.34,2,2022,36
2022-02-05,Fish,Meat,Summer,low,none,114.15761195062679,85.41,2,2022,36
2022-02-05,Lamb,Meat,Summer,low,low,101.81739165819918,70.82,2,2022,36
2022-02-12,Tomatoes,Vegetables,Summer,low,medium,182.20844188837802,112.9,2,2022,43
2022-02-12,Potatoes,Vegetables,Summer,medium,high,191.07406713378057,134.68,2,2022,43
2022-02-12,Onions,Vegetables,Summer,medium,high,80.41881166345337,63.33,2,2022,43
2022-02-12,Carrots,Vegetables,Summer,medium,high,89.88830911817699,62.96,2,2022,43
2022-02-12,Spinach,Vegetables,Summer,high,low,195.39106537990997,196.86,2,2022,43
2022-02-12,Apples,Fruits,Summer,low,high,70.35743129041023,43.94,2,2022,43
2022-02-12,Bananas,Fruits,Summer,low,low,68.77237565272338,43.05,2,2022,43
2022-02-12,Oranges,Fruits,Summer,high,high,189.29572888436903,191.31,2,2022,43
2022-02-12,Mangoes,Fruits,Summer,medium,high,185.4517793304007,152.56,2,2022,43
2022-02-12,Grapes,Fruits,Summer,low,medium,119.2858170579326,75.93,2,2022,43
2022-02-12,Rice,Grains,Summer,medium,high,159.9684110723406,134.25,2,2022,43
2022-02-12,Wheat,Grains,Summer,medium,medium,87.81301458882933,69.61,2,2022,43
2022-02-12,Corn,Grains,Summer,low,none,169.2495597271726,111.22,2,2022,43
2022-02-12,Barley,Grains,Summer,high,none,26.62793617447845,28.12,2,2022,43
2022-02-12,Oats,Grains,Summer,low,none,33.56463086344321,26.58,2,2022,43
2022-02-12,Milk,Dairy,Summer,low,medium,199.39463067330297,136.16,2,2022,43
2022-02-12,Cheese,Dairy,Summer,medium,medium,190.05783137883705,146.17,2,2022,43
2022-02-12,Butter,Dairy,Summer,medium,none,101.09794435581684,99.25,2,2022,43
2022-02-12,Yogurt,Dairy,Summer,medium,none,129.1114342011584,120.19,2,2022,43
2022-02-12,Cream,Dairy,Summer,high,high,131.26308328242123,118.07,2,2022,43
2022-02-12,Chicken,Meat,Summer,medium,low,109.66973359626073,99.98,2,2022,43
2022-02-12,Beef,Meat,Summer,low,low,75.3999031587889,56.4,2,2022,43
2022-02-12,Pork,Meat,Summer,high,none,35.913480205816384,42.77,2,2022,43
2022-02-12,Fish,Meat,Summer,high,medium,106.40827406332552,118.43,2,2022,43
2022-02-12,Lamb,Meat,Summer,high,medium,135.08504425536364,153.71,2,2022,43
2022-02-19,Tomatoes,Vegetables,Summer,medium,low,131.10746817751254,114.52,2,2022,50
2022-02-19,Potatoes,Vegetables,Summer,high,medium,134.59597789201086,130.14,2,2022,50
2022-02-19,Onions,Vegetables,Summer,low,low,150.75146587704108,102.1,2,2022,50
2022-02-19,Carrots,Vegetables,Summer,medium,medium,183.88483011258916,149.65,2,2022,50
2022-02-19,Spinach,Vegetables,Summer,low,high,145.5755368688234,88.37,2,2022,50
2022-02-19,Apples,Fruits,Summer,low,high,171.57645470336774,95.9,2,2022,50
2022-02-19,Bananas,Fruits,Summer,medium,none,28.25502795283393,24.65,2,2022,50
2022-02-19,Oranges,Fruits,Summer,high,high,57.64354239413255,55.51,2,2022,50
2022-02-19,Mangoes,Fruits,Summer,high,medium,116.7074150085326,124.98,2,2022,50
2022-02-19,Grapes,Fruits,Summer,low,medium,92.05408800385065,64.12,2,2022,50
2022-02-19,Rice,Grains,Summer,medium,none,112.74248987555795,95.22,2,2022,50
2022-02-19,Wheat,Grains,Summer,low,low,27.356350927966197,17.88,2,2022,50
2022-02-19,Corn,Grains,Summer,low,low,51.86188716981442,32.78,2,2022,50
2022-02-19,Barley,Grains,Summer,medium,low,102.94017824589064,85.62,2,2022,50
2022-02-19,Oats,Grains,Summer,low,medium,110.61510875387424,65.07,2,2022,50
2022-02-19,Milk,Dairy,Summer,low,low,163.8938718036277,102.73,2,2022,50
2022-02-19,Cheese,Dairy,Summer,high,high,177.2441523392199,160.8,2,2022,50
2022-02-19,Butter,Dairy,Summer,low,high,69.83797666649667,44.86,2,2022,50
2022-02-19,Yogurt,Dairy,Summer,high,medium,53.21378348414792,54.58,2,2022,50
2022-02-19,Cream,Dairy,Summer,medium,high,107.21413733438384,79.87,2,2022,50
2022-02-19,Chicken,Meat,Summer,low,low,103.25624890396662,64.08,2,2022,50
2022-02-19,Beef,Meat,Summer,high,medium,65.43864998192373,74.35,2,2022,50
2022-02-19,Pork,Meat,Summer,high,high,112.1019395808199,102.73,2,2022,50
2022-02-19,Fish,Meat,Summer,high,medium,100.53422602822184,100.41,2,2022,50
2022-02-19,Lamb,Meat,Summer,low,high,68.46378157088857,37.88,2,2022,50
2022-02-26,Tomatoes,Vegetables,Summer,high,low,77.97424980497209,83.68,2,2022,57
2022-02-26,Potatoes,Vegetables,Summer,low,none,41.557183727465215,30.48,2,2022,57
2022-02-26,Onions,Vegetables,Summer,high,none,142.23841744600813,166.37,2,2022,57
2022-02-26,Carrots,Vegetables,Summer,high,low,35.64565185573626,40.31,2,2022,57
2022-02-26,Spinach,Vegetables,Summer,low,high,154.1791053531794,87.33,2,2022,57
2022-02-26,Apples,Fruits,Summer,medium,high,71.07966304377041,55.96,2,2022,57
2022-02-26,Bananas,Fruits,Summer,high,none,122.74009484040414,138.73,2,2022,57
2022-02-26,Oranges,Fruits,Summer,low,low,188.06452827677742,121.57,2,2022,57
2022-02-26,Mangoes,Fruits,Summer,medium,medium,85.76422754133037,63.74,2,2022,57
2022-02-26,Grapes,Fruits,Summer,high,none,165.05567961340583,176.9,2,2022,57
2022-02-26,Rice,Grains,Summer,low,high,114.41205012264584,76.98,2,2022,57
2022-02-26,Wheat,Grains,Summer,high,high,181.38984733532374,162.54,2,2022,57
2022-02-26,Corn,Grains,Summer,medium,high,195.51208933012566,156.23,2,2022,57
2022-02-26,Barley,Grains,Summer,medium,medium,167.75506516760345,136.83,2,2022,57
2022-02-26,Oats,Grains,Summer,low,high,105.79150714275416,60.93,2,2022,57
2022-02-26,Milk,Dairy,Summer,high,high,194.23893197076217,193.46,2,2022,57
2022-02-26,Cheese,Dairy,Summer,high,none,63.633751834714445,76.1,2,2022,57
2022-02-26,Butter,Dairy,Summer,low,low,71.95349958324604,45.81,2,2022,57
2022-02-26,Yogurt,Dairy,Summer,high,medium,106.60521833386714,102.19,2,2022,57
2022-02-26,Cream,Dairy,Summer,medium,none,80.58877007490571,66.2,2,2022,57
2022-02-26,Chicken,Meat,Summer,low,high,198.19284183019013,128.81,2,2022,57
2022-02-26,Beef,Meat,Summer,low,none,65.83531785747749,49.87,2,2022,57
2022-02-26,Pork,Meat,Summer,medium,medium,127.21497330941197,109.11,2,2022,57
2022-02-26,Fish,Meat,Summer,low,low,39.20586502041849,28.14,2,2022,57
2022-02-26,Lamb,Meat,Summer,low,high,93.53329272846504,62.86,2,2022,57
2022-03-05,Tomatoes,Vegetables,Monsoon,high,medium,56.900325809582704,57.8,3,2022,64
2022-03-05,Potatoes,Vegetables,Monsoon,low,high,149.88737913522988,86.89,3,2022,64
2022-03-05,Onions,Vegetables,Monsoon,medium,medium,155.09034645775643,104.17,3,2022,64
2022-03-05,Carrots,Vegetables,Monsoon,high,low,166.6234496416488,165.38,3,2022,64
2022-03-05,Spinach,Vegetables,Monsoon,low,low,84.58948714223045,50.32,3,2022,64
2022-03-05,Apples,Fruits,Monsoon,high,high,166.98789910488387,143.98,3,2022,64
2022-03-05,Bananas,Fruits,Monsoon,medium,none,103.28236142052916,86.72,3,2022,64
2022-03-05,Oranges,Fruits,Monsoon,low,none,110.48967021664625,76.36,3,2022,64
2022-03-05,Mangoes,Fruits,Monsoon,medium,none,89.10041984717806,77.08,3,2022,64
2022-03-05,Grapes,Fruits,Monsoon,high,low,132.36283926451858,142.28,3,2022,64
2022-03-05,Rice,Grains,Monsoon,medium,high,132.9874495528552,84.4,3,2022,64
2022-03-05,Wheat,Grains,Monsoon,low,high,178.15324076721888,101.6,3,2022,64
2022-03-05,Corn,Grains,Monsoon,low,low,123.16715286632996,78.67,3,2022,64
2022-03-05,Barley,Grains,Monsoon,high,medium,147.25648302382263,127.99,3,2022,64
2022-03-05,Oats,Grains,Monsoon,medium,low,56.81802677050339,43.13,3,2022,64
2022-03-05,Milk,Dairy,Monsoon,medium,low,155.834352534821,119.3,3,2022,64
2022-03-05,Cheese,Dairy,Monsoon,low,high,88.18788180024482,48.97,3,2022,64
2022-03-05,Butter,Dairy,Monsoon,low,none,110.41190254325542,66.84,3,2022,64
2022-03-05,Yogurt,Dairy,Monsoon,medium,medium,150.00546231075194,111.05,3,2022,64
2022-03-05,Cream,Dairy,Monsoon,medium,medium,144.910720004078,106.4,3,2022,64
2022-03-05,Chicken,Meat,Monsoon,medium,low,168.8237890056341,124.27,3,2022,64
2022-03-05,Beef,Meat,Monsoon,high,medium,60.923176945397664,54.61,3,2022,64
2022-03-05,Pork,Meat,Monsoon,medium,none,130.69104736747778,97.01,3,2022,64
2022-03-05,Fish,Meat,Monsoon,low,medium,38.14302854285957,22.96,3,2022,64
2022-03-05,Lamb,Meat,Monsoon,low,high,126.73332294658788,62.37,3,2022,64
2022-03-12,Tomatoes,Vegetables,Monsoon,low,high,137.2460979778843,72.79,3,2022,71
2022-03-12,Potatoes,Vegetables,Monsoon,high,none,32.40587708609938,31.03,3,2022,71
2022-03-12,Onions,Vegetables,Monsoon,high,medium,171.2791337564761,148.22,3,2022,71
2022-03-12,Carrots,Vegetables,Monsoon,medium,low,62.463086227114616,44.49,3,2022,71
2022-03-12,Spinach,Vegetables,Monsoon,low,medium,170.74834202044858,94.64,3,2022,71
2022-03-12,Apples,Fruits,Monsoon,high,none,60.93121175788027,61.84,3,2022,71
2022-03-12,Bananas,Fruits,Monsoon,medium,high,153.964937331792,110.72,3,2022,71
2022-03-12,Oranges,Fruits,Monsoon,high,medium,128.66987571142502,118.38,3,2022,71
2022-03-12,Mangoes,Fruits,Monsoon,medium,low,175.43326531033225,132.41,3,2022,71
2022-03-12,Grapes,Fruits,Monsoon,high,none,106.55065605603323,112.74,3,2022,71
2022-03-12,Rice,Grains,Monsoon,high,medium,25.912400643818902,23.03,3,2022,71
2022-03-12,Wheat,Grains,Monsoon,medium,none,123.9737517364785,107.41,3,2022,71
2022-03-12,Corn,Grains,Monsoon,high,medium,85.23090184099397,81.89,3,2022,71
2022-03-12,Barley,Grains,Monsoon,low,none,22.357002185900054,13.39,3,2022,71
2022-03-12,Oats,Grains,Monsoon,low,high,192.99265714450192,103.2,3,2022,71
2022-03-12,Milk,Dairy,Monsoon,low,high,35.362940254155895,19.25,3,2022,71
2022-03-12,Cheese,Dairy,Monsoon,low,low,127.16930311760788,81.18,3,2022,71
2022-03-12,Butter,Dairy,Monsoon,high,low,57.783006757205435,53.72,3,2022,71
2022-03-12,Yogurt,Dairy,Monsoon,low,none,54.32378971945998,34.57,3,2022,71
2022-03-12,Cream,Dairy,Monsoon,medium,none,121.67140398727096,102.7,3,2022,71
2022-03-12,Chicken,Meat,Monsoon,medium,low,101.59199025464497,76.3,3,2022,71
2022-03-12,Beef,Meat,Monsoon,medium,medium,92.13735095755868,61.76,3,2022,71
2022-03-12,Pork,Meat,Monsoon,low,medium,52.7470634891488,33.09,3,2022,71
2022-03-12,Fish,Meat,Monsoon,medium,medium,87.19567693035553,64.59,3,2022,71
2022-03-12,Lamb,Meat,Monsoon,high,medium,93.57215079765736,81.56,3,2022,71
2022-03-19,Tomatoes,Vegetables,Monsoon,low,high,148.87500119253156,73.33,3,2022,78
2022-03-19,Potatoes,Vegetables,Monsoon,high,medium,59.9549891479309,56.18,3,2022,78
2022-03-19,Onions,Vegetables,Monsoon,low,medium,127.10881634607571,74.23,3,2022,78
2022-03-19,Carrots,Vegetables,Monsoon,high,high,179.74288685243053,146.16,3,2022,78
2022-03-19,Spinach,Vegetables,Monsoon,medium,high,63.77099437990174,46.45,3,2022,78
2022-03-19,Apples,Fruits,Monsoon,low,low,169.4395756220585,96.94,3,2022,78
2022-03-19,Bananas,Fruits,Monsoon,medium,medium,72.76659144698239,53.79,3,2022,78
2022-03-19,Oranges,Fruits,Monsoon,low,medium,152.46283037528042,81.19,3,2022,78
2022-03-19,Mangoes,Fruits,Monsoon,low,high,177.7599336575529,100.65,3,2022,78
2022-03-19,Grapes,Fruits,Monsoon,low,high,183.9123206372547,96.76,3,2022,78
2022-03-19,Rice,Grains,Monsoon,high,medium,168.51931965607875,143.04,3,2022,78
2022-03-19,Wheat,Grains,Monsoon,low,low,169.51781118174495,108.71,3,2022,78
2022-03-19,Corn,Grains,Monsoon,low,high,85.29642103987018,43.8,3,2022,78
2022-03-19,Barley,Grains,Monsoon,low,low,195.4185077357966,120.38,3,2022,78
2022-03-19,Oats,Grains,Monsoon,high,high,197.36611620351223,163.38,3,2022,78
2022-03-19,Milk,Dairy,Monsoon,low,low,107.26010608706231,68.37,3,2022,78
2022-03-19,Cheese,Dairy,Monsoon,low,medium,145.7922535689628,79.24,3,2022,78
2022-03-19,Butter,Dairy,Monsoon,medium,high,136.1097501984793,85.75,3,2022,78
2022-03-19,Yogurt,Dairy,Monsoon,medium,medium,182.1030142225494,135.92,3,2022,78
2022-03-19,Cream,Dairy,Monsoon,low,low,168.0650976641013,103.75,3,2022,78
2022-03-19,Chicken,Meat,Monsoon,low,none,69.32993972369708,45.71,3,2022,78
2022-03-19,Beef,Meat,Monsoon,high,none,169.35352466729628,158.9,3,2022,78
2022-03-19,Pork,Meat,Monsoon,low,medium,44.63941341238531,27.64,3,2022,78
2022-03-19,Fish,Meat,Monsoon,low,none,127.5343583906555,81.53,3,2022,78
2022-03-19,Lamb,Meat,Monsoon,low,low,123.19298807229212,73.47,3,2022,78
2022-03-26,Tomatoes,Vegetables,Monsoon,medium,high,158.7640478715687,104.8,3,2022,85
2022-03-26,Potatoes,Vegetables,Monsoon,low,medium,192.5528919163797,101.82,3,2022,85
2022-03-26,Onions,Vegetables,Monsoon,low,none,158.77746659638612,108.47,3,2022,85
2022-03-26,Carrots,Vegetables,Monsoon,low,medium,98.69481134430383,54.54,3,2022,85
2022-03-26,Spinach,Vegetables,Monsoon,medium,medium,121.95283525344149,90.68,3,2022,85
2022-03-26,Apples,Fruits,Monsoon,low,high,188.62935307845643,96.76,3,2022,85
2022-03-26,Bananas,Fruits,Monsoon,high,medium,25.61296431103124,25.61,3,2022,85
2022-03-26,Oranges,Fruits,Monsoon,high,none,172.3534128766203,166.87,3,2022,85
2022-03-26,Mangoes,Fruits,Monsoon,medium,none,132.19985916289835,102.47,3,2022,85
2022-03-26,Grapes,Fruits,Monsoon,low,none,83.27722900415938,55.48,3,2022,85
2022-03-26,Rice,Grains,Monsoon,low,medium,127.69149048826783,67.31,3,2022,85
